0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54
51,0.2,0.1,0.1,0.2,0.2,0.2,0.2,0.3,0.3,0.2,0.5,0.6,0.7,0.6,0.4,0.6,0.9,1.4,1.2,0.9,1.3,1.8,2.3,2.2,1.5,2.1,2.1,2.9,3.8,3.2,2.6,2.5,3.3,4.5,5.6,5,4,46.1,77.8,73.3,43.7,25.2,133,115.3,91.1,54.6,32.9,137.6,120.8,97,60.3,37.2,2.9,2.6
52,0.2,0.1,0,0.1,0.2,0.2,0.2,0.3,0.2,0.1,0.4,0.6,0.7,0.6,0.4,0.6,0.8,1.3,1.1,0.9,1.2,1.7,2.2,2.1,1.5,2,2.1,2.6,3.5,3,2.4,2.3,3.2,4.3,5.3,4.8,3.7,25,59,70.3,43.3,25.1,132.9,115.3,91.1,54.6,32.8,137.6,120.8,96.9,60.4,37.3,2.8,2.6
53,0.1,0.1,0,0.1,0.1,0.2,0.3,0.2,0.2,0.1,0.3,0.6,0.7,0.6,0.4,0.6,0.8,1.2,1,0.7,1.2,1.6,2.1,2,1.4,2.1,2,2.5,3.3,3,2.3,2.2,3.1,4,5,4.6,3.5,15.9,38.4,64.2,42.9,25.1,132.9,115.3,91.1,54.7,32.8,137.8,120.8,96.8,60.4,37.3,2.9,2.5
54,0.1,0.1,0.1,0,0.2,0.2,0.3,0.2,0.2,0.1,0.3,0.6,0.7,0.6,0.4,0.6,0.7,1.1,0.9,0.6,1.1,1.5,2,2,1.4,2.2,2,2.4,3.2,2.9,2.3,2.2,3,3.8,4.8,4.5,3.3,11.5,23.1,54,42.4,25,133.1,115.3,91.1,54.7,32.8,138,120.8,96.9,60.4,37.2,2.9,2.3
55,0.1,0,0,0,0.3,0.1,0.2,0.3,0.1,0,0.3,0.6,0.7,0.5,0.3,0.5,0.7,1.1,0.9,0.7,1.1,1.4,1.9,2,1.4,2,1.8,2.3,3.1,2.8,2.3,2.2,2.9,3.7,4.6,4.3,3.2,9.5,16.5,38.6,41.8,24.9,133.2,115.3,91.1,54.7,32.8,137.8,120.8,97.1,60.4,37.3,3,2.3
56,,,,0.1,0.2,0.1,0.2,0.2,0.1,0.1,0.4,0.6,0.6,0.5,0.3,0.5,0.7,1,0.9,0.7,1.1,1.2,1.9,2,1.4,2.1,1.8,2.1,2.9,2.7,2.3,2.2,2.8,3.5,4.5,4.1,3.1,8.4,13,25.2,41.1,24.7,133,115.4,91.1,54.6,32.9,137.7,120.8,97.1,60.3,37.4,2.6,2.1
57,,,,,,0.1,0.2,0.2,0.1,0.2,0.4,0.5,0.6,0.5,0.3,0.5,0.7,0.9,0.9,0.7,1.1,1.3,1.9,1.9,1.3,1.8,1.7,2,2.8,2.6,2.1,2.1,2.7,3.3,4.4,4,3,7.5,11.3,17.7,39.3,24.5,132.9,115.6,91.1,54.6,32.8,137.8,120.8,96.9,60.4,37.4,2.5,2.1
58,,,,,,0.1,0.2,0.2,0.1,0.1,0.4,0.4,0.5,0.5,0.3,0.5,0.7,0.8,0.9,0.7,1,1.2,1.8,1.8,1.2,1.6,1.7,2,2.8,2.6,2,2,2.6,3.2,4.2,3.9,2.9,6.9,10.1,14,36.1,24.3,133.1,115.5,90.9,54.5,32.8,137.8,121,97,60.6,37.3,2.4,2.1
59,,,,,,0.1,0.2,0.2,0.1,0.1,0.4,0.4,0.4,0.5,0.3,0.5,0.8,0.8,0.8,0.6,1,1.2,1.7,1.6,1.1,1.6,1.6,2,2.7,2.5,2.1,2,2.4,3.1,4,3.8,2.8,6.5,9.3,12,31.4,24,133.2,115.3,90.8,54.5,32.7,137.9,121.1,97.1,60.5,37.2,2.3,2
60,,,,,,0.1,0.1,0.2,0.1,0.1,0.4,0.4,0.4,0.4,0.2,0.5,0.7,0.8,0.8,0.6,0.9,1.1,1.7,1.5,1.1,1.6,1.6,1.9,2.6,2.4,1.9,1.9,2.2,3,3.9,3.7,2.8,6.1,8.5,11,24.2,23.6,133.1,115.4,90.7,54.4,32.7,138,121.2,97.2,60.4,37.2,2.2,2
61,,,,,,,,0.2,0.2,0.1,0.3,0.4,0.4,0.4,0.2,0.5,0.6,0.8,0.8,0.5,0.8,1.2,1.6,1.5,1.1,1.4,1.5,1.8,2.5,2.2,1.9,1.9,2.1,2.9,3.8,3.6,2.7,5.9,8,10.1,17.4,23,133.1,115.5,90.7,54.4,32.7,138,121.3,97.3,60.5,37.1,2.3,1.9
62,,,,,,,,,0.2,0.1,0.4,0.4,0.4,0.4,0.2,0.5,0.6,0.8,0.8,0.5,0.8,1.2,1.6,1.5,1.1,1.6,1.5,1.8,2.4,2.1,2.1,1.8,2.1,2.8,3.6,3.5,2.7,5.6,7.6,9.5,12.9,22.1,133.2,115.4,90.7,54.4,32.7,138.1,121.2,97.2,60.6,37.1,2.1,1.9
63,,,,,,,,,,0.2,0.4,0.4,0.5,0.4,0.2,0.4,0.6,0.7,0.9,0.5,0.8,1.1,1.6,1.4,1,1.6,1.3,1.7,2.3,2.1,2.1,1.8,2.1,2.7,3.3,3.2,2.6,5.3,7.3,9,10.5,20.3,133.3,115.3,90.7,54.4,32.6,138.2,121.1,97.1,60.6,37.2,2.1,1.8
64,,,,,,,,,,,0.3,0.4,0.5,0.5,0.2,0.4,0.6,0.6,0.9,0.5,0.8,1.1,1.5,1.4,1,1.5,1.3,1.6,2.2,2.1,1.9,1.7,1.9,2.6,3.2,3,2.5,5.1,6.9,8.5,9.2,18,133.2,115.2,90.7,54.3,32.5,138.4,121.1,97.1,60.6,37.4,2.2,1.8
65,,,,,,,,,,,0.3,0.4,0.5,0.5,0.2,0.4,0.6,0.7,0.8,0.5,0.8,1.1,1.4,1.3,1,1.4,1.2,1.5,2.1,2,1.9,1.6,1.8,2.5,3.2,3,2.4,4.9,6.6,8.1,8.5,14.5,133.1,115.2,90.7,54.2,32.5,138.3,121.2,97.1,60.4,37.3,2.1,1.7
66,,,,,,,,,,,,,0.4,0.5,0.2,0.4,0.5,0.7,0.7,0.5,0.8,1.1,1.4,1.3,1,1.2,1.2,1.5,2.1,1.9,1.9,1.6,1.8,2.4,3.1,3,2.3,4.7,6.3,7.8,8,10.7,132.8,115.2,90.7,54,32.4,138.2,121.3,97.1,60.3,37.2,1.8,1.8
67,,,,,,,,,,,,,,0.5,0.2,0.4,0.4,0.7,0.7,0.5,0.8,1,1.4,1.2,1,1.4,1.1,1.4,2.1,1.8,1.8,1.6,1.7,2.4,3,2.9,2.3,4.5,6,7.4,7.6,8.3,132.7,115.2,90.5,53.9,32.4,138.2,121.4,97.1,60.4,37.2,2,1.7
68,,,,,,,,,,,,,,0.4,0.1,0.4,0.5,0.7,0.6,0.4,0.8,1,1.4,1.2,1,1.3,1.1,1.4,2,1.7,1.7,1.5,1.6,2.3,2.9,2.9,2.3,4.4,5.7,7.2,7.3,7.1,132.9,115.2,90.2,53.9,32.3,138.1,121.2,97,60.5,37.2,1.9,1.6
69,,,,,,,,,,,,,,,0.1,0.3,0.6,0.6,0.6,0.5,0.8,0.9,1.3,1.2,1,1.2,1.1,1.4,1.9,1.7,1.6,1.4,1.6,2.2,2.8,2.8,2.2,4.2,5.5,6.9,7,6,133,115.2,90.2,53.9,32.3,138.3,121.1,97,60.3,37.2,1.8,1.6
70,,,,,,,,,,,,,,,,0.3,0.5,0.6,0.6,0.5,0.8,0.8,1.3,1.1,1,1.1,1.1,1.4,1.8,1.7,1.7,1.3,1.5,2.2,2.7,2.7,2.1,4.1,5.3,6.7,6.7,5.6,132.7,115.1,90.1,53.9,32.4,138.5,121.3,96.9,59.9,37.2,1.7,1.9
71,,,,,,,,,,,,,,,,,0.5,0.5,0.6,0.5,0.8,0.8,1.2,1.1,1,1.1,1.2,1.3,1.7,1.6,1.6,1.3,1.5,2.1,2.6,2.6,2,4,5.1,6.5,6.5,5.3,132.6,115.1,90.1,53.9,32.3,138.5,121.4,96.7,60,37.1,1.6,2.1
72,,,,,,,,,,,,,,,,,,0.5,0.5,0.4,0.8,0.7,1.2,1.1,0.9,1.1,1.2,1.2,1.7,1.6,1.5,1.2,1.4,2,2.5,2.5,1.9,3.9,4.9,6.3,6.3,5.1,132.8,115.1,90.1,53.7,32.2,138.5,121.3,96.8,60.2,37,1.6,1.6
73,,,,,,,,,,,,,,,,,,,0.5,0.4,0.8,0.7,1.1,1,0.9,1.1,1.1,1.2,1.7,1.5,1.6,1.2,1.4,1.8,2.4,2.4,1.9,3.8,4.7,6.1,6.1,4.8,132.9,115.1,90,53.6,32.2,138.5,121.2,96.9,60.2,37.1,1.6,1.7
74,,,,,,,,,,,,,,,,,,,0.5,0.4,0.7,0.7,1.1,1,0.8,1,1,1.1,1.6,1.4,1.6,1.2,1.4,1.8,2.3,2.3,2,3.6,4.6,5.9,5.9,4.7,132.8,114.9,89.9,53.4,32.2,138.4,121.2,96.9,60.2,37.2,1.5,1.7
75,,,,,,,,,,,,,,,,,,,,0.4,0.6,0.6,1.1,1,0.8,0.9,0.9,1.2,1.6,1.4,1.4,1.2,1.4,1.8,2.3,2.3,1.9,3.4,4.4,5.7,5.7,4.5,132.8,114.6,89.6,53.4,32.2,138.8,121.2,96.9,60.1,37.1,1.4,1.5
76,,,,,,,,,,,,,,,,,,,,0.3,,0.7,1.1,1,0.8,0.8,0.9,1.2,1.5,1.4,1.4,1.2,1.4,1.8,2.2,2.2,1.8,3.3,4.3,5.5,5.5,4.4,133,114.6,89.4,53.3,32.1,139,121.2,96.9,60,36.9,1.4,1.5
77,,,,,,,,,,,,,,,,,,,,,,,1.1,1,0.8,0.9,0.9,1.2,1.5,1.3,1.2,1.2,1.4,1.8,2,2.1,1.7,3.1,4.1,5.2,5.4,4.3,133,114.5,89.3,53.4,32,138.7,121.2,97,59.9,36.9,1.5,1.9
78,,,,,,,,,,,,,,,,,,,,,,,,1,0.8,1,0.9,1.1,1.5,1.2,1.3,1.1,1.3,1.8,1.9,2,1.6,3,4,5.1,5.4,4.2,132.8,114.5,89.2,53.4,31.9,138.4,121.3,97,59.9,36.9,1.2,1.5
79,,,,,,,,,,,,,,,,,,,,,,,,0.9,0.7,1.1,0.9,1,1.5,1.2,1.4,1.1,1.2,1.7,1.9,2,1.6,3,3.8,4.9,5.1,4.1,132.7,114.4,89.1,53.3,31.9,138.6,121.3,97,59.9,36.8,1.3,1.4
80,,,,,,,,,,,,,,,,,,,,,,,,0.9,0.7,1,0.8,0.9,1.4,1.2,1.4,1.1,1.1,1.7,1.9,2,1.7,3,3.7,4.8,4.9,4,132.9,114.2,89.1,53.1,32,138.7,121.3,96.9,59.9,36.6,1.4,1.4
81,,,,,,,,,,,,,,,,,,,,,,,,,0.8,,,0.9,1.4,1.2,1.1,1,1.1,1.7,1.9,1.9,1.7,2.9,3.6,4.6,4.8,3.8,133,114,88.9,53,31.9,139,121.3,96.8,59.9,36.7,,1.5
82,,,,,,,,,,,,,,,,,,,,,,,,,0.8,,,,1.3,1.2,1.3,1,1.2,1.6,1.8,1.9,1.7,2.8,3.5,4.4,4.8,3.7,132.9,113.8,88.8,52.9,31.8,139.2,121.4,96.7,60,36.7,,1.5
83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.2,1.2,1.1,0.9,1.2,1.5,1.7,1.8,1.6,2.7,3.4,4.2,4.6,3.7,132.7,113.7,88.7,52.9,31.7,139,121.4,96.7,59.9,36.8,,1.2
84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.1,1.2,0.9,1.1,1.4,1.6,1.7,1.5,2.6,3.3,4.2,4.5,3.7,132.5,113.6,88.6,52.9,31.7,138.8,121.3,96.7,59.9,36.8,,1.3
85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.1,1.3,0.9,1.1,1.3,1.6,1.7,1.5,2.5,3.2,4.1,4.4,3.6,132.3,113.4,88.4,52.6,31.7,139,121.2,96.7,59.9,36.7,,1.2
86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.1,1.2,0.9,,1.3,1.5,1.6,1.6,2.5,3.1,4,4.3,3.6,132.4,113.3,88.3,52.3,31.7,139.2,121.3,96.8,59.9,36.7,,1.1
87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.8,0.8,,,1.5,1.6,1.6,2.4,3,3.9,4.2,3.4,132.3,113.3,88.2,52.2,31.6,139.1,121.3,96.8,59.9,36.6,,1
88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0.8,,,1.5,1.5,1.6,2.4,2.9,3.7,4.1,3.4,131.8,113.2,88,52.2,31.5,138.9,121.4,96.8,59.9,36.6,,1
89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9,0.8,,,,1.6,1.5,2.3,2.8,3.5,4,3.3,131.4,113.1,87.7,52.1,31.5,138.7,121.4,96.9,59.9,36.6,,
90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.6,1.3,2.2,2.7,3.4,4,3.3,131.4,112.8,87.5,52.1,31.6,138.6,121.6,96.9,59.9,36.7,,
91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.6,1.3,2.1,2.7,3.4,3.9,3.3,131.3,112.5,87.3,52,31.4,138.8,121.6,96.8,59.8,36.6,,
92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.5,1.3,2.1,2.7,3.3,3.8,3.2,131,112.2,87.1,51.9,31.2,139.1,121.6,96.7,59.6,36.6,,
93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.3,2.1,2.6,3.2,3.7,3.2,130.6,111.8,86.9,51.8,31.2,138.9,121.5,96.7,59.6,36.5,,
94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.3,2.1,2.6,3.1,3.6,3.1,129.9,111.4,86.8,51.7,31.1,138.7,121.5,96.6,59.5,36.4,,
95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.3,2.1,2.5,3,3.5,2.9,129.2,111.1,86.5,51.5,31,139,121.5,96.6,59.5,36.5,,
96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.9,2.3,3,3.5,2.9,128.3,110.5,86.2,51.3,30.8,139.2,121.4,96.5,59.5,36.5,,
97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.8,2.2,3,3.4,2.9,127.2,109.9,85.8,51.1,30.7,139,121.4,96.4,59.4,36.5,,
98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.7,2.2,2.9,3.3,2.8,124.3,109.1,85.4,50.9,30.7,139,121.3,96.5,59.3,36.5,,
99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.7,2.1,2.9,3.2,2.6,118.6,108.3,85.1,50.8,30.7,139.2,121.3,96.6,59.3,36.4,,
100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.7,2.1,2.7,3.2,2.6,104.3,107.4,84.7,50.6,30.6,139.4,121.5,96.5,59.2,36.4,,
101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2.6,3.1,2.5,81.1,105.5,84.2,50.5,30.5,139.3,121.5,96.4,59.1,36.3,,
102,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2.5,3,2.5,52.4,102.2,83.7,50.4,30.5,139.2,121.4,96.3,59,36.2,,
103,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.4,3,2.5,30.1,95.2,83.1,50.2,30.4,139.2,121.2,96.1,59,36.1,,
104,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.4,2.9,2.4,20.6,81.2,82.4,50.1,30.4,139.2,121.2,96.1,59,36.1,,
105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.5,2.8,2.3,16,58.6,81.4,49.8,30.3,139.2,121.2,96.2,58.9,36.1,,
106,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.7,2.3,14.1,37.3,79.7,49.6,30.1,139.3,121.1,96.1,58.9,36.2,,
107,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.6,2.3,12.8,25.4,77.4,49.4,30,139.4,121,96,58.8,36.1,,
108,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.6,2.3,11.8,19.6,72,49.2,29.9,139.6,121.1,96,58.7,36,,
109,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.6,2.3,11.1,17,62.6,48.9,29.7,139.4,121.2,96,58.7,35.9,,
110,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.6,2.2,10.8,15.6,47.4,48.6,29.6,139.3,121.3,96,58.6,35.9,,
111,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.1,10.5,14.3,33,48.4,29.5,139.4,121.3,95.9,58.6,35.9,,
112,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.1,10.1,13.6,24.1,48.3,29.4,139.5,121.2,95.8,58.6,35.8,,
113,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,9.8,12.9,19.6,47.7,29.3,139.4,121.1,95.7,58.5,35.8,,
114,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.1,9.5,12.3,17.3,47.1,29.2,139.4,120.9,95.6,58.5,35.7,,
115,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.2,9.2,11.8,16.1,46.3,29.1,139.3,120.7,95.5,58.4,35.7,,
116,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.1,11.4,15.1,45.6,29,139.3,120.7,95.5,58.2,35.7,,
117,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.9,11.1,14.4,44.3,28.8,139.4,120.7,95.4,58.2,35.7,,
118,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.6,10.7,13.8,41.5,28.6,139.4,120.6,95.4,58.2,35.7,,
119,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.4,10.4,13.3,37.3,28.5,139.4,120.6,95.5,58.1,35.6,,
120,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.1,10.2,12.8,30.5,28.4,139.3,120.6,95.2,58,35.5,,
121,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.9,10,12.5,23.1,28.3,139.3,120.6,94.9,57.9,35.4,,
122,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.6,9.7,12.3,18,28.1,139.2,120.6,94.8,57.8,35.3,,
123,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.4,9.4,11.9,15.2,27.9,139.2,120.6,94.8,57.7,35.4,,
124,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.1,9.1,11.6,13.6,27.7,139.2,120.4,94.8,57.7,35.4,,
125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.9,8.8,11.3,12.7,27.2,139.1,120.3,94.6,57.7,35.3,,
126,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.8,8.6,11.1,11.9,26.6,139,120.2,94.5,57.6,35.2,,
127,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.8,8.3,10.7,11.6,25.6,139,120.2,94.4,57.4,35.1,,
128,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.7,8.2,10.4,11.4,24.4,139,120,94.4,57.3,35.1,,
129,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.5,8,10.1,11.1,22.1,139,119.9,94.3,57.2,35.1,,
130,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.3,7.7,9.9,10.8,18.6,139,119.8,94.2,57.1,35,,
131,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.1,7.4,9.7,10.6,14.9,139.1,119.7,94.1,56.9,34.9,,
132,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.1,7.2,9.5,10.4,12.2,139.2,119.7,93.9,56.6,34.8,,
133,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.9,7.1,9.2,10.2,10.8,138.9,119.6,93.8,56.7,34.7,,
134,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.8,7,8.9,10,9.5,138.6,119.3,93.6,56.9,34.6,,
135,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.6,6.9,8.7,9.8,9.1,138.6,119.1,93.3,56.7,34.6,,
136,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.5,6.8,8.5,9.5,8.7,138.6,118.9,93.1,56.3,34.7,,
137,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.4,6.7,8.4,9.4,8.4,138.4,118.8,93,56.3,34.7,,
138,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.3,6.5,8.2,9.3,8.2,138.3,118.7,92.9,56.4,34.6,,
139,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.2,6.2,8.1,9.1,8,138,118.7,92.8,56.2,34.5,,
140,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,6.1,7.9,8.9,7.7,137.7,118.8,92.6,56.1,34.4,,
141,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.9,6.1,7.7,8.7,7.6,137.6,118.8,92.2,55.9,34.3,,
142,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.8,5.9,7.5,8.5,7.6,137.5,118.5,92.1,55.8,34.3,,
143,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.7,5.8,7.3,8.4,7.4,137.3,118.2,92,55.7,34.1,,
144,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.6,5.7,7.2,8.3,7.3,137.1,117.7,91.8,55.7,33.9,,
145,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.5,5.6,7,8,7.1,136.4,117.2,91.6,55.6,34,,
146,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.4,5.4,6.9,7.8,7,135.7,116.9,91.4,55.5,34.1,,
147,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.4,5.2,6.7,7.7,6.9,134.5,116.7,91.3,55.4,34.1,,
148,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.3,5.1,6.6,7.7,6.8,133.1,116.4,91.1,55.3,33.9,,
149,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.2,5.1,6.5,7.6,6.7,129.5,116,90.8,55.1,33.9,,
150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.2,5,6.4,7.4,6.7,123.4,115.2,90.6,54.8,33.8,,
151,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.2,4.9,6.3,7.3,6.5,106.2,114.4,90.4,54.7,33.7,,
152,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.9,6.1,7.1,6.4,79.3,113.3,90,54.7,33.7,,
153,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.8,6,7,6.3,50.2,111.9,89.5,54.5,33.6,,
154,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.7,5.7,6.8,6.2,30.1,109,89.1,54.2,33.5,,
155,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.6,5.7,6.7,6.1,22.2,104.3,88.7,54.2,33.4,,
156,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.7,6.5,6.2,18.7,92.9,88.3,54.2,33.4,,
157,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.7,6.5,6,16.9,74.9,88,54,33.4,,
158,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.6,6.5,5.8,15.8,52.4,87.3,53.6,33.3,,
159,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.5,6.4,5.8,15.1,34.1,86.5,53.5,33.2,,
160,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.4,6.4,5.8,14.5,25.6,85.2,53.3,33,,
161,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.2,5.8,14,21.6,83.7,53.1,32.9,,
162,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,5.8,13.5,19.7,81.4,52.8,32.9,,
163,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.9,5.7,13.2,18.4,75.9,52.8,32.8,,
164,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.8,5.6,12.9,17.5,66.4,52.8,32.7,,
165,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.7,5.5,12.6,16.7,51.2,52.6,32.7,,
166,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.7,5.4,12.2,16.1,36.7,52.3,32.6,,
167,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.6,5.3,12.1,15.6,27.6,52,32.4,,
168,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.5,5.2,12,15.2,22.9,51.8,32.3,,
169,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.4,5.2,11.6,14.9,20.9,51.5,32.2,,
170,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.3,5.2,11.3,14.5,19.8,51.3,32.2,,
171,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.1,11.2,14.1,18.7,50.9,32.1,,
172,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,11,13.8,18,50.5,31.9,,
173,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.9,10.9,13.5,17.4,50.2,31.9,,
174,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.7,10.7,13.2,16.9,50,31.8,,
175,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.7,10.5,13,16.5,49.1,31.7,,
176,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.7,10.2,12.7,16.1,48.2,31.5,,
