15.5,41.14,42.79,43.93,44.94,45.98,46.85,47.65,48.35,49.04,50.23,51.14,51.59,51.92,52.58,53.23,54.41,55.39,56.02,56.66,57.3
15.6,40.86,42.55,43.64,44.65,45.7,46.59,47.39,48.09,48.78,49.97,50.88,51.33,51.66,52.31,52.97,54.16,55.12,55.77,56.41,57.05
15.7,40.58,42.3,43.37,44.39,45.41,46.32,47.13,47.81,48.49,49.69,50.61,51.07,51.4,52.05,52.7,53.92,54.87,55.52,56.17,56.82
15.8,40.32,42.05,43.12,44.14,45.15,46.06,46.83,47.52,48.21,49.41,50.33,50.79,51.12,51.79,52.45,53.66,54.61,55.27,55.92,56.57
15.9,40.07,41.78,42.87,43.88,44.89,45.79,46.54,47.25,47.96,49.14,50.05,50.51,50.85,51.52,52.2,53.41,54.34,55.01,55.67,56.33
16,39.83,41.5,42.62,43.62,44.62,45.52,46.27,47,47.74,48.88,49.79,50.24,50.58,51.26,51.95,53.16,54.08,54.75,55.42,56.09
16.1,39.59,41.22,42.35,43.35,44.36,45.26,46.01,46.74,47.47,48.62,49.52,49.98,50.32,51,51.69,52.89,53.84,54.51,55.18,55.85
16.2,39.35,40.95,42.08,43.09,44.1,44.99,45.76,46.46,47.17,48.36,49.27,49.72,50.06,50.75,51.44,52.62,53.6,54.26,54.91,55.56
16.3,39.11,40.72,41.82,42.83,43.84,44.73,45.51,46.21,46.91,48.1,49.01,49.46,49.81,50.5,51.19,52.39,53.36,54.01,54.66,55.31
16.4,38.86,40.48,41.57,42.57,43.56,44.47,45.26,45.97,46.68,47.82,48.75,49.21,49.56,50.25,50.94,52.15,53.11,53.77,54.44,55.11
16.5,38.61,40.24,41.31,42.32,43.28,44.21,44.99,45.7,46.42,47.56,48.5,48.97,49.31,50,50.68,51.89,52.85,53.53,54.21,54.89
16.6,38.36,40,41.04,42.08,43,43.96,44.72,45.43,46.14,47.31,48.25,48.71,49.05,49.73,50.41,51.63,52.62,53.29,53.96,54.63
