0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37
Scan Type:,Crossline,Crossline,Crossline,Crossline,Crossline,Crossline,Crossline,Crossline,Crossline,Crossline,Crossline,Crossline,Crossline,Crossline,Crossline,Crossline,Crossline,Crossline,Crossline,Crossline,Crossline,Crossline,Crossline,Crossline,Crossline,Crossline,Crossline,Crossline,Crossline,Crossline,Crossline,Inline,Inline,Inline,Inline,Inline,Inline
Radiation Type:,Photons,Photons,Photons,Photons,Photons,Photons,Photons,Photons,Photons,Photons,Photons,Photons,Photons,Photons,Photons,Photons,Photons,Photons,Photons,Photons,Photons,Photons,Photons,Photons,Photons,Photons,Photons,Photons,Photons,Photons,Photons,Photons,Photons,Photons,Photons,Photons,Photons
Energy:,10 MV,10 MV,10 MV,10 MV,10 MV,10 MV,10 MV (FFF),10 MV (FFF),10 MV (FFF),10 MV (FFF),10 MV (FFF),10 MV (FFF),10 MV (FFF),10 MV (FFF),10 MV (FFF),10 MV (FFF),10 MV (FFF),10 MV (FFF),10 MV (FFF),10 MV (FFF),10 MV (FFF),10 MV (FFF),10 MV (FFF),10 MV (FFF),10 MV (FFF),10 MV (FFF),10 MV (FFF),10 MV (FFF),10 MV (FFF),10 MV (FFF),10 MV (FFF),10 MV,10 MV,10 MV,10 MV,10 MV,10 MV
Fieldsize:,60 x 60 mm,60 x 60 mm,60 x 60 mm,60 x 60 mm,60 x 60 mm,60 x 60 mm,40 x 40 mm,40 x 40 mm,40 x 40 mm,40 x 40 mm,40 x 40 mm,70 x 70 mm,70 x 70 mm,70 x 70 mm,70 x 70 mm,70 x 70 mm,100 x 100 mm,100 x 100 mm,100 x 100 mm,100 x 100 mm,100 x 100 mm,200 x 200 mm,200 x 200 mm,200 x 200 mm,200 x 200 mm,200 x 200 mm,300 x 300 mm,300 x 300 mm,300 x 300 mm,300 x 300 mm,300 x 300 mm,60 x 60 mm,60 x 60 mm,60 x 60 mm,60 x 60 mm,60 x 60 mm,60 x 60 mm
Depth:,24.0 mm,24.0 mm,100.0 mm,100.0 mm,300.0 mm,300.0 mm,24.0 mm,50.0 mm,100.0 mm,200.0 mm,300.0 mm,24.0 mm,50.0 mm,100.0 mm,200.0 mm,300.0 mm,24.0 mm,50.0 mm,100.0 mm,200.0 mm,300.0 mm,24.0 mm,50.0 mm,100.0 mm,200.0 mm,300.0 mm,24.0 mm,50.0 mm,100.0 mm,200.0 mm,300.0 mm,24.0 mm,24.0 mm,100.0 mm,100.0 mm,300.0 mm,300.0 mm
,Color [MediumVioletRed],Color [ForestGreen],Color [Orange],Color [CornflowerBlue],Color [DeepPink],Color [DarkOliveGreen],Color [DarkRed],Color [DarkTurquoise],Color [DarkGreen],Color [DarkOrchid],Color [DarkBlue],Color [SlateBlue],Color [MediumVioletRed],Color [DarkCyan],Color [DarkMagenta],Color [DarkGoldenrod],Color [Teal],Color [Orange],Color [DeepPink],Color [Blue],Color [ForestGreen],Color [DarkOrange],Color [DarkOliveGreen],Color [CornflowerBlue],Color [Brown],Color [Gold],Color [DarkRed],Color [DarkTurquoise],Color [DarkGreen],Color [DarkOrchid],Color [DarkBlue],Color [SlateBlue],Color [Gold],Color [Teal],Color [Brown],Color [Blue],Color [DarkOrange]
Coordinate [mm]:,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85,,,,,1.2,1.3,,,,,,3.4,3.8,4.9,5.7,5.1,6.5,7.5,10.3,11.9,10.6,321.2,294.2,239.4,155.4,100.9,330.8,303.9,250.7,165.4,108.3,,,,,1.3,1.3
86,,,,,1.2,1.2,,,,,,,3.7,4.8,5.5,5,6.3,7.3,10,11.6,10.4,319.1,292.2,237.8,154.5,100.3,329.3,302.5,249.4,164.5,107.9,,,,,1.3,1.2
87,,,,,1.2,1.2,,,,,,,,4.7,5.4,4.9,6.2,7.1,9.7,11.3,10.1,316.8,290.4,236.3,153.5,99.8,327.6,300.9,248.2,163.7,107.4,,,,,1.3,1.2
88,,,,,1.1,1.1,,,,,,,,4.6,5.3,4.8,6.1,6.9,9.5,11.1,9.9,314.6,288.3,234.6,152.4,99.3,325.6,299.4,247,162.9,106.9,,,,,1.3,1.2
89,,,,,,,,,,,,,,,5.2,4.7,5.9,6.7,9.2,10.8,9.7,312.6,286.1,233,151.6,98.8,323.8,297.9,245.7,162.2,106.5,,,,,,
90,,,,,,,,,,,,,,,5.1,4.6,5.8,6.6,9,10.5,9.4,310.2,283.9,231.5,150.9,98.3,322.3,296.3,244.4,161.6,106,,,,,,
91,,,,,,,,,,,,,,,5,4.5,5.7,6.4,8.8,10.3,9.2,307.7,282,229.8,149.9,97.7,320.8,294.8,243.1,160.7,105.5,,,,,,
92,,,,,,,,,,,,,,,,4.4,5.6,6.3,8.6,10,9,304.7,279.9,228.3,148.8,97.1,318.7,293.4,242,159.8,105.1,,,,,,
93,,,,,,,,,,,,,,,,4.3,5.5,6.2,8.4,9.8,8.8,301.4,277.1,226.7,147.9,96.5,317,291.8,240.9,159,104.6,,,,,,
94,,,,,,,,,,,,,,,,4.2,5.4,6,8.2,9.6,8.6,297.9,274.5,224.7,147.1,96,315.4,290,239.6,158.3,104.2,,,,,,
95,,,,,,,,,,,,,,,,4.1,5.3,5.9,7.9,9.4,8.5,293.7,271.8,223.2,146.1,95.4,313.6,288.4,238.2,157.5,103.6,,,,,,
96,,,,,,,,,,,,,,,,,5.2,5.8,7.8,9.2,8.3,288.4,268.5,221.3,145,94.8,312.3,287,237,156.7,103.2,,,,,,
97,,,,,,,,,,,,,,,,,5.1,5.7,7.6,8.9,8.1,281.6,264.6,219.3,144.2,94.2,310.4,285.6,235.7,156,102.7,,,,,,
98,,,,,,,,,,,,,,,,,5,5.6,7.4,8.7,7.9,272.1,260.4,216.9,143.3,93.7,308.6,284.2,234.5,155.3,102.3,,,,,,
99,,,,,,,,,,,,,,,,,4.9,5.5,7.2,8.6,7.8,256.1,254.8,215.2,142.3,93.2,307.3,282.6,233.4,154.5,101.8,,,,,,
100,,,,,,,,,,,,,,,,,4.8,5.3,7.1,8.4,7.6,232.8,247.7,212.9,141.3,92.6,305.6,281.1,232.2,153.7,101.3,,,,,,
101,,,,,,,,,,,,,,,,,4.8,5.2,6.9,8.2,7.5,203,237,210,140.3,92.1,303.9,279.7,231,153,100.8,,,,,,
102,,,,,,,,,,,,,,,,,,5.1,6.8,8,7.3,170.6,220.7,207,139.4,91.5,302.5,278.2,229.8,152.2,100.3,,,,,,
103,,,,,,,,,,,,,,,,,,,6.6,7.8,7.2,137,197.6,203.2,138.3,91,301,276.8,228.5,151.5,99.9,,,,,,
104,,,,,,,,,,,,,,,,,,,6.5,7.7,7,104.8,170.2,199,137.2,90.5,299.4,275.4,227.4,150.8,99.4,,,,,,
105,,,,,,,,,,,,,,,,,,,,7.5,6.9,77.5,141.4,193,136.1,89.9,297.7,274,226.3,150.1,99,,,,,,
106,,,,,,,,,,,,,,,,,,,,7.3,6.8,55.8,113.2,184.6,135,89.4,296.1,272.6,225.1,149.3,98.6,,,,,,
107,,,,,,,,,,,,,,,,,,,,7.2,6.6,43.1,87,172,133.7,88.8,294.7,271.1,223.9,148.6,98.1,,,,,,
108,,,,,,,,,,,,,,,,,,,,7,6.5,34.9,65.1,155.1,132.5,88.2,293,269.6,222.7,147.8,97.7,,,,,,
109,,,,,,,,,,,,,,,,,,,,6.9,6.4,29.9,50.1,135.3,130.9,87.6,291.4,268.2,221.5,147.1,97.2,,,,,,
110,,,,,,,,,,,,,,,,,,,,,6.3,26.3,40.9,114.8,129.5,87,290.2,266.9,220.4,146.4,96.7,,,,,,
111,,,,,,,,,,,,,,,,,,,,,6.1,23.7,35.1,94.2,127.9,86.4,288.7,265.6,219.5,145.7,96.3,,,,,,
112,,,,,,,,,,,,,,,,,,,,,6,21.7,30.8,75.7,125.9,85.7,287,264.3,218.4,144.9,95.9,,,,,,
113,,,,,,,,,,,,,,,,,,,,,5.9,20.2,27.7,59.8,123.7,85.1,285.4,263,217.2,144.2,95.5,,,,,,
114,,,,,,,,,,,,,,,,,,,,,5.8,18.9,25.2,48.5,121,84.5,284,261.5,216.1,143.4,95.1,,,,,,
115,,,,,,,,,,,,,,,,,,,,,,17.9,23.3,41.1,117.4,83.8,282.6,260.1,214.9,142.7,94.7,,,,,,
116,,,,,,,,,,,,,,,,,,,,,,17,21.9,36.4,112.5,83,281.3,258.8,213.8,142,94.3,,,,,,
117,,,,,,,,,,,,,,,,,,,,,,16.3,20.5,32.8,105.6,82.3,279.9,257.5,212.7,141.4,93.9,,,,,,
118,,,,,,,,,,,,,,,,,,,,,,15.6,19.6,30.2,96.4,81.6,278.5,256.1,211.7,140.7,93.4,,,,,,
119,,,,,,,,,,,,,,,,,,,,,,15.1,18.6,28.1,85.6,80.7,277.1,254.8,210.6,140,93,,,,,,
120,,,,,,,,,,,,,,,,,,,,,,14.6,17.8,26.4,74.2,79.8,275.7,253.5,209.5,139.2,92.5,,,,,,
121,,,,,,,,,,,,,,,,,,,,,,14.1,17,25.1,62.9,78.8,274.4,252.3,208.4,138.6,92,,,,,,
122,,,,,,,,,,,,,,,,,,,,,,13.6,16.4,23.8,52.6,77.6,272.9,251,207.3,137.9,91.6,,,,,,
123,,,,,,,,,,,,,,,,,,,,,,13.3,15.8,22.8,43.6,76.3,271.3,249.6,206.2,137.2,91.1,,,,,,
124,,,,,,,,,,,,,,,,,,,,,,12.9,15.3,21.9,37.2,74.5,270.1,248.3,205.1,136.5,90.7,,,,,,
125,,,,,,,,,,,,,,,,,,,,,,12.6,14.9,21.1,32.8,72.2,268.8,247,204,135.8,90.2,,,,,,
126,,,,,,,,,,,,,,,,,,,,,,12.2,14.4,20.4,29.8,69.1,267.3,245.6,202.9,135.1,89.8,,,,,,
127,,,,,,,,,,,,,,,,,,,,,,11.9,13.9,19.7,27.6,65,266,244.3,201.8,134.4,89.4,,,,,,
128,,,,,,,,,,,,,,,,,,,,,,11.6,13.5,19.1,25.9,59.4,264.7,243,200.8,133.7,89,,,,,,
129,,,,,,,,,,,,,,,,,,,,,,11.4,13.2,18.6,24.6,53.2,263.1,241.7,199.8,133.1,88.6,,,,,,
130,,,,,,,,,,,,,,,,,,,,,,11.1,12.9,18,23.4,46.8,261.5,240.4,198.7,132.5,88.1,,,,,,
131,,,,,,,,,,,,,,,,,,,,,,10.9,12.6,17.6,22.5,40.3,260.1,239.1,197.6,131.8,87.6,,,,,,
132,,,,,,,,,,,,,,,,,,,,,,10.6,12.3,17.1,21.7,34.5,258.7,237.9,196.4,131,87.2,,,,,,
133,,,,,,,,,,,,,,,,,,,,,,10.4,12,16.6,21,29.6,257.3,236.7,195.3,130.3,86.8,,,,,,
134,,,,,,,,,,,,,,,,,,,,,,10.2,11.7,16.2,20.3,26,256.1,235.4,194.3,129.6,86.5,,,,,,
135,,,,,,,,,,,,,,,,,,,,,,10,11.4,15.8,19.8,23.3,254.6,234.1,193.3,128.9,86.1,,,,,,
136,,,,,,,,,,,,,,,,,,,,,,9.8,11.2,15.4,19.3,21.6,253,232.8,192.2,128.3,85.6,,,,,,
137,,,,,,,,,,,,,,,,,,,,,,9.6,10.9,15.1,18.8,20.3,251.7,231.4,191.1,127.6,85.1,,,,,,
138,,,,,,,,,,,,,,,,,,,,,,9.5,10.7,14.7,18.3,19.1,250.3,229.9,190,126.8,84.7,,,,,,
139,,,,,,,,,,,,,,,,,,,,,,9.3,10.5,14.4,17.9,18.3,248.6,228.6,188.9,126.2,84.3,,,,,,
140,,,,,,,,,,,,,,,,,,,,,,9.2,10.3,14.1,17.5,17.5,247,227.3,187.8,125.6,83.9,,,,,,
141,,,,,,,,,,,,,,,,,,,,,,9,10.1,13.8,17.1,16.9,245.3,225.9,186.8,124.9,83.6,,,,,,
142,,,,,,,,,,,,,,,,,,,,,,8.8,9.9,13.5,16.7,16.4,243.5,224.3,185.7,124.3,83.1,,,,,,
143,,,,,,,,,,,,,,,,,,,,,,8.7,9.7,13.2,16.3,16,241.6,222.8,184.6,123.6,82.7,,,,,,
144,,,,,,,,,,,,,,,,,,,,,,8.5,9.5,12.9,16,15.5,239.2,221.1,183.5,122.9,82.3,,,,,,
145,,,,,,,,,,,,,,,,,,,,,,8.4,9.4,12.6,15.7,15.2,236.9,219.5,182.3,122.2,81.8,,,,,,
146,,,,,,,,,,,,,,,,,,,,,,8.3,9.2,12.4,15.3,14.8,233.9,217.7,181.1,121.5,81.4,,,,,,
147,,,,,,,,,,,,,,,,,,,,,,8.1,9,12.1,15,14.5,230.3,215.8,179.9,120.9,81,,,,,,
148,,,,,,,,,,,,,,,,,,,,,,8,8.8,11.9,14.7,14.2,225.2,213.4,178.7,120.3,80.6,,,,,,
149,,,,,,,,,,,,,,,,,,,,,,7.9,8.7,11.7,14.5,13.9,218.6,210.9,177.5,119.5,80.2,,,,,,
150,,,,,,,,,,,,,,,,,,,,,,7.7,8.5,11.4,14.2,13.6,207.3,208,176.2,118.7,79.8,,,,,,
151,,,,,,,,,,,,,,,,,,,,,,7.6,8.4,11.2,13.9,13.4,190.5,204.3,174.9,118,79.3,,,,,,
152,,,,,,,,,,,,,,,,,,,,,,7.5,8.3,11,13.6,13.1,168.1,199.4,173.5,117.3,79,,,,,,
153,,,,,,,,,,,,,,,,,,,,,,,8.1,10.8,13.4,12.9,143,192.8,172,116.7,78.6,,,,,,
154,,,,,,,,,,,,,,,,,,,,,,,8,10.6,13.1,12.7,116.8,182.1,170.3,116.1,78.2,,,,,,
155,,,,,,,,,,,,,,,,,,,,,,,,10.4,12.9,12.5,91.6,167.1,168.6,115.4,77.7,,,,,,
156,,,,,,,,,,,,,,,,,,,,,,,,10.2,12.6,12.2,69.4,147.6,166.6,114.6,77.3,,,,,,
157,,,,,,,,,,,,,,,,,,,,,,,,10,12.4,12,51.2,126.1,164.4,113.9,76.8,,,,,,
158,,,,,,,,,,,,,,,,,,,,,,,,9.9,12.2,11.8,40.2,104,161.5,113.2,76.4,,,,,,
159,,,,,,,,,,,,,,,,,,,,,,,,9.7,12,11.6,33,82.8,158.2,112.5,76,,,,,,
160,,,,,,,,,,,,,,,,,,,,,,,,,11.8,11.4,28.8,64.5,153.8,111.7,75.6,,,,,,
161,,,,,,,,,,,,,,,,,,,,,,,,,11.6,11.2,25.6,49.5,147.4,110.9,75.2,,,,,,
162,,,,,,,,,,,,,,,,,,,,,,,,,11.4,11,23.3,40.2,137.9,110.2,74.8,,,,,,
163,,,,,,,,,,,,,,,,,,,,,,,,,11.2,10.9,21.6,34,124.9,109.4,74.3,,,,,,
164,,,,,,,,,,,,,,,,,,,,,,,,,11,10.7,20.3,30,110.1,108.6,73.9,,,,,,
165,,,,,,,,,,,,,,,,,,,,,,,,,10.8,10.5,19.2,27.1,93.9,107.8,73.5,,,,,,
166,,,,,,,,,,,,,,,,,,,,,,,,,10.6,10.3,18.3,24.9,78.2,107,73.1,,,,,,
167,,,,,,,,,,,,,,,,,,,,,,,,,10.4,10.2,17.6,23.2,63.8,106,72.7,,,,,,
168,,,,,,,,,,,,,,,,,,,,,,,,,10.2,10,16.9,21.9,51.4,105,72.3,,,,,,
169,,,,,,,,,,,,,,,,,,,,,,,,,10.1,9.8,16.4,20.7,42.3,103.9,71.8,,,,,,
170,,,,,,,,,,,,,,,,,,,,,,,,,,9.7,15.9,19.8,36.4,102.9,71.4,,,,,,
171,,,,,,,,,,,,,,,,,,,,,,,,,,9.5,15.5,18.9,32.5,101.6,71,,,,,,
172,,,,,,,,,,,,,,,,,,,,,,,,,,9.4,15,18.3,29.7,100.2,70.6,,,,,,
173,,,,,,,,,,,,,,,,,,,,,,,,,,9.3,14.7,17.6,27.6,98.5,70.1,,,,,,
174,,,,,,,,,,,,,,,,,,,,,,,,,,9.1,14.3,17.1,25.9,96.5,69.7,,,,,,
175,,,,,,,,,,,,,,,,,,,,,,,,,,9,13.9,16.5,24.5,93.8,69.3,,,,,,
176,,,,,,,,,,,,,,,,,,,,,,,,,,8.9,13.6,16.1,23.5,90.1,68.8,,,,,,
177,,,,,,,,,,,,,,,,,,,,,,,,,,8.7,13.3,15.6,22.4,84.9,68.3,,,,,,
178,,,,,,,,,,,,,,,,,,,,,,,,,,8.6,13,15.2,21.6,77.9,67.8,,,,,,
179,,,,,,,,,,,,,,,,,,,,,,,,,,8.4,12.8,14.8,20.8,69.9,67.3,,,,,,
180,,,,,,,,,,,,,,,,,,,,,,,,,,,12.5,14.5,20.2,61.1,66.8,,,,,,
181,,,,,,,,,,,,,,,,,,,,,,,,,,,12.3,14.2,19.6,52.5,66.3,,,,,,
182,,,,,,,,,,,,,,,,,,,,,,,,,,,12,13.8,19,44.5,65.7,,,,,,
183,,,,,,,,,,,,,,,,,,,,,,,,,,,11.8,13.5,18.5,37.6,65.1,,,,,,
184,,,,,,,,,,,,,,,,,,,,,,,,,,,11.6,13.2,18,32.5,64.4,,,,,,
185,,,,,,,,,,,,,,,,,,,,,,,,,,,11.4,12.9,17.6,29,63.7,,,,,,
186,,,,,,,,,,,,,,,,,,,,,,,,,,,11.2,12.6,17.1,26.6,62.9,,,,,,
187,,,,,,,,,,,,,,,,,,,,,,,,,,,11,12.4,16.7,24.8,62,,,,,,
188,,,,,,,,,,,,,,,,,,,,,,,,,,,10.8,12.2,16.3,23.5,60.9,,,,,,
189,,,,,,,,,,,,,,,,,,,,,,,,,,,10.6,12,15.8,22.5,59.6,,,,,,
190,,,,,,,,,,,,,,,,,,,,,,,,,,,10.4,11.7,15.5,21.5,57.9,,,,,,
191,,,,,,,,,,,,,,,,,,,,,,,,,,,10.2,11.5,15.1,20.8,55.5,,,,,,
192,,,,,,,,,,,,,,,,,,,,,,,,,,,10.1,11.2,14.8,20.1,52.3,,,,,,
193,,,,,,,,,,,,,,,,,,,,,,,,,,,10,11,14.5,19.5,48.3,,,,,,
194,,,,,,,,,,,,,,,,,,,,,,,,,,,9.8,10.9,14.2,19,43.7,,,,,,
195,,,,,,,,,,,,,,,,,,,,,,,,,,,9.6,10.7,13.8,18.5,38.7,,,,,,
196,,,,,,,,,,,,,,,,,,,,,,,,,,,9.5,10.5,13.6,18,33.9,,,,,,
197,,,,,,,,,,,,,,,,,,,,,,,,,,,9.3,10.3,13.3,17.7,29.5,,,,,,
198,,,,,,,,,,,,,,,,,,,,,,,,,,,9.1,10.1,13,17.3,25.7,,,,,,
199,,,,,,,,,,,,,,,,,,,,,,,,,,,9,9.9,12.8,16.9,22.9,,,,,,
200,,,,,,,,,,,,,,,,,,,,,,,,,,,8.9,9.7,12.5,16.5,20.8,,,,,,
201,,,,,,,,,,,,,,,,,,,,,,,,,,,8.8,9.6,12.3,16.2,19.4,,,,,,
202,,,,,,,,,,,,,,,,,,,,,,,,,,,8.6,9.4,12.1,15.9,18.4,,,,,,
203,,,,,,,,,,,,,,,,,,,,,,,,,,,8.5,9.2,11.8,15.6,17.5,,,,,,
204,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.1,11.6,15.3,16.8,,,,,,
205,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.9,11.4,15,16.2,,,,,,
206,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.7,11.2,14.7,15.7,,,,,,
207,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.5,11,14.5,15.3,,,,,,
208,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.8,14.2,14.9,,,,,,
209,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.6,14,14.6,,,,,,
210,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.4,13.7,14.3,,,,,,
211,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.2,13.5,14,,,,,,
212,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,13.2,13.7,,,,,,
213,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.8,13,13.4,,,,,,
214,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.7,12.8,13.2,,,,,,
215,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.5,13,,,,,,
216,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.3,12.8,,,,,,
217,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.1,12.5,,,,,,
218,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.9,12.4,,,,,,
219,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.7,12.2,,,,,,
220,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.5,12,,,,,,
221,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.3,11.7,,,,,,
222,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.1,11.6,,,,,,
223,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,11.4,,,,,,
224,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.8,11.2,,,,,,
225,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.6,11,,,,,,
226,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.5,10.9,,,,,,
227,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.3,10.7,,,,,,
228,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.1,10.5,,,,,,
229,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.9,10.4,,,,,,
230,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.2,,,,,,
231,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.1,,,,,,
232,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.9,,,,,,
233,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.8,,,,,,
